Bin Id,classification,Completeness,Contamination,AvgDepth,iron_oxidation,iron_reduction,OmcS,PioA,OmcZ,OmcC,OmcB,MtrC
metabat_bin.446,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BM003;f__BM003;g__BM003;s__,88.97,2.51,12.0304653061224,1,5,0,1,0,0,0,0
metabat_bin.218,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,86.05,6.27,11.9728377309942,0,6,0,1,0,0,0,0
metadecoder_kaloevig.metadecoder.203_sub,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__PGYT01;s__,76.33,2.76,11.9548044715447,2,7,0,0,0,0,0,0
metabat_bin.243,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__JABWBG01;s__,86.05,1.72,11.9479993296854,2,4,0,1,0,0,0,0
metadecoder_kaloevig.metadecoder.1436_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA6244;s__,50.16,5.17,11.866458540146,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.823,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__J054;s__,87.93,0,11.7979949480969,0,4,0,1,0,0,0,0
maxbin_bin.591_sub,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__UBA5540;s__,63.79,8.62,11.7054776903553,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1329_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,87.3,5.17,11.7009197241379,0,2,0,0,0,0,0,0
metabat_bin.28,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Panacagrimonas;s__,100,6.52,11.6645732941176,0,6,0,0,0,0,0,0
vamb_S1C12957,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__,81.97,0,11.6184268493151,1,5,0,0,0,0,0,0
maxbin_bin.498,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,95.85,3.45,11.5347997315436,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.565,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalobacterales;f__DSM-19610;g__;s__,79.31,3.45,11.3326788793103,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1633,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__,96.55,0.86,11.312918961039,0,5,0,0,0,0,0,0
metabat_bin.474,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__,87.07,5.52,11.2565414339623,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.852_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,61.44,5.17,11.2001669863014,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.505,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__,70.77,5.96,11.080826433121,0,4,0,0,0,1,1,0
metabat_bin.513,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__,57.76,0,11.0805939267016,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.514,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__,89.5,0,11.0751021311475,0,3,0,0,0,0,0,0
metabat_bin.567,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Haloferula;s__,73.45,0.16,10.9882295289855,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1507,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__,98.28,2.66,10.9779065968586,0,4,0,3,0,0,0,0
metabat_bin.248,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__W260;s__,98.28,1.72,10.9608494230769,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.460_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Luteibaculaceae;g__;s__,89.66,1.72,10.8915155921053,0,3,0,0,0,0,0,0
metabat_bin.208_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B6-G9;s__,65.44,2.59,10.851464861461,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.365,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA11363;s__,87.07,1.72,10.8121938078292,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1674,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__OLZORAL124-38-8;s__,54.31,1.72,10.7968219480519,0,0,0,0,0,0,0,0
metabat_bin.311,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA5536;s__,100,3.61,10.7816655597015,0,6,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.943_sub,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__1-14-2-50-31-20;s__,65.52,3.45,10.6745968899522,0,3,0,1,0,0,0,0
metadecoder_kaloevig.metadecoder.890,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__,93.1,1.72,10.6398684883721,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.899_sub,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__,76.72,7.24,10.5695000956938,0,6,0,0,0,0,0,0
metabat_bin.162,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,84.48,6.32,10.5531231693989,0,6,0,0,0,0,0,0
metabat_bin.419,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__,95.69,1.72,10.5240487861272,0,4,0,0,0,0,0,0
metabat_bin.32,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__;s__,94.83,0,10.4565303340757,0,5,0,0,0,0,0,0
metabat_bin.514,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__Zgenome-0027;g__Zgenome-0027;s__,95.69,4.78,10.4553936492891,1,8,0,0,0,0,0,0
metabat_bin.286,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__,88.87,0,10.3326918018018,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.225_sub,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__XYA12-FULL-58-9;g__;s__,82.88,0,10.3262338683948,1,14,0,0,0,0,0,0
vamb_S1C5051,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__;g__;s__,89.66,0,10.2819430357143,1,6,1,0,0,0,0,0
vamb_S1C4793,d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__BM516;s__,97.41,1.72,10.2613099711816,0,9,0,1,0,0,0,0
maxbin_bin.178,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__;s__,91.22,5.17,10.2504264609054,0,2,0,0,0,0,2,0
metadecoder_kaloevig.metadecoder.1427,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__,60.34,0.86,10.1298235294118,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.22_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__;g__;s__,57.62,6.5,10.0988102014846,1,3,0,0,0,0,1,0
metabat_bin.302,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__,60.66,1.57,10.0573913815789,0,1,0,0,0,0,0,0
vamb_S1C9541,d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__,77.43,0,9.9875425,0,1,0,0,0,0,0,0
metabat_bin.562,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__J111;g__J095;s__,91.22,1.72,9.98298583864119,4,7,0,0,0,1,0,0
maxbin_bin.518_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,93.1,6.9,9.88901848942598,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.302,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__,60.19,3.62,9.82090525547445,0,2,0,0,0,0,0,0
maxbin_bin.285,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__,94.83,3.79,9.757643,0,4,0,2,0,0,0,0
vamb_S1C4362,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__,75.86,0.86,9.74167819548872,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1256_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__,61.11,3.76,9.65919837944664,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1208_sub,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__WVZY01;g__;s__,100,0,9.63349782407408,1,6,0,2,0,0,0,0
metabat_bin.130_sub,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA4744;g__UBA4744;s__,96.21,5.33,9.57045732394366,0,3,0,0,0,1,0,0
metabat_bin.83,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__DSBX01;s__,81.9,4.31,9.45720815420561,0,0,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.766,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__;s__,72.88,0,9.37196665130568,0,6,0,0,0,0,0,1
maxbin_bin.290_sub,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__,78.21,3.45,9.31623232851985,0,6,0,1,0,0,0,0
metabat_bin.326,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__SZUA-47;s__,67.06,3.45,9.26960743243243,0,1,0,0,0,0,0,0
metabat_bin.278,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Panacagrimonas;s__,96.55,3.61,9.10179238227147,0,3,0,0,0,0,0,0
vamb_S1C12808,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__;f__;g__;s__,89.66,3.61,8.93489756476684,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1574,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-7;g__;s__,77.12,0,8.76383997613365,0,5,0,0,0,0,0,0
metabat_bin.124,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M2408;s__,96.55,2.59,8.64836819085487,0,4,0,0,0,0,0,0
metabat_bin.442,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__;s__,64.24,1.72,8.55237945537065,0,2,0,0,0,0,0,0
metabat_bin.442_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWF2-35-48;g__;s__,64.24,1.72,8.55152124242424,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1007_sub,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,58.78,1.88,8.47498698378378,0,3,0,1,0,0,0,0
metadecoder_kaloevig.metadecoder.240_sub,d__Bacteria;p__Desulfobacterota;c__SM23-61;o__;f__;g__;s__,80.17,5.33,8.38675668316832,0,7,0,0,0,0,0,0
metabat_bin.450,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__;s__,65.36,3.45,8.28665889789303,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.230,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Planktothricoides;s__,96.63,3.61,8.2625954125,0,6,0,0,0,0,0,0
maxbin_bin.582,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__;g__;s__,75.24,0.16,8.2482535359116,0,5,0,0,0,0,0,0
maxbin_bin.136,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Planktothricoides;s__,96.63,3.61,8.13908076839827,0,5,0,0,0,0,0,0
metabat_bin.151,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__Promineofilum;s__,79.31,4.23,8.13843100161551,1,6,0,0,0,0,2,0
metabat_bin.277,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__SLST01;g__;s__,83.62,4.39,8.11677051242236,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.403_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__PXBB01;g__;s__,75,4.31,8.00787842718447,0,3,0,0,0,0,0,0
maxbin_bin.254_sub,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__,72.24,8.46,7.97388563734291,0,5,0,2,0,0,0,0
metadecoder_kaloevig.metadecoder.1537_sub,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__Kpj58rc;g__;s__,64.97,3.45,7.95541310043668,0,1,0,0,0,0,0,0
metabat_bin.438,d__Bacteria;p__Desulfobacterota;c__SM23-61;o__WTBG01;f__WTBG01;g__;s__,85.19,4.47,7.94511178494624,0,5,0,1,2,0,0,0
maxbin_bin.460,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__,83.62,4.94,7.90245368522073,0,6,0,0,0,0,0,0
metabat_bin.361,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__WVZY01;g__;s__,96.55,0.16,7.8942325882353,2,5,0,0,0,0,0,0
metabat_bin.509_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__PXBB01;g__;s__,70.3,5,7.83249130705394,0,2,0,0,0,0,0,0
maxbin_bin.519_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,60.97,3.45,7.61528271393643,0,2,0,0,0,0,0,0
metabat_bin.499,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__Glo-17;s__,59.67,1.03,7.56722010248902,1,10,3,2,0,0,0,0
metabat_bin.101,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__,80.41,0.86,7.56720725694444,0,2,0,0,0,0,0,0
metabat_bin.499_sub,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__Glo-17;s__,59.67,1.03,7.55899256598241,1,10,3,2,0,0,0,0
metadecoder_kaloevig.metadecoder.775_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__Defluviicoccus;s__,54.31,1.72,7.55175749174918,1,2,0,0,0,0,0,0
metabat_bin.69,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__,73.56,7.21,7.34836479041916,0,1,0,0,0,0,0,0
maxbin_bin.649,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Daejeonella;s__,86.21,4.66,7.3166519738277,0,6,0,0,0,0,0,0
maxbin_bin.649_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Daejeonella;s__,86.21,4.66,7.31373773480663,0,6,0,0,0,0,0,0
metabat_bin.500_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__,72.81,6.19,7.30793322368421,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.789,d__Bacteria;p__Planctomycetota;c__UBA8742;o__;f__;g__;s__,85.34,3.61,7.30298051928784,0,1,0,0,0,0,0,0
metabat_bin.69_sub,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__,73.56,7.21,7.28423332998997,0,1,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.367_sub,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,71.24,3.79,7.24081184210526,0,3,0,0,0,1,1,0
maxbin_bin.605_sub,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__;s__,66.74,0.86,7.17438445972495,0,3,0,0,0,0,0,0
metabat_bin.147,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__,89.34,5.33,7.08299220946915,0,3,0,0,0,0,0,0
maxbin_bin.404_sub,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA647;s__,81.27,8.07,7.04141451376147,0,3,0,2,0,0,0,0
metabat_bin.416_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__,81.82,1.72,6.95951370709382,0,4,0,0,0,0,0,0
metabat_bin.416,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Nitrotoga;s__,81.82,1.72,6.95481246013668,0,4,0,0,0,0,0,0
metabat_bin.265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,67.95,0.31,6.90243523529412,1,2,0,0,0,0,0,0
metabat_bin.265_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__,67.95,0.31,6.89968059760956,1,2,0,0,0,0,0,0
metabat_bin.303,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,80.97,9.48,6.66592187399031,1,2,0,0,0,0,0,0
metabat_bin.40_sub,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__;g__;s__,60.42,1.88,6.64941765957447,1,4,0,0,0,0,0,0
metabat_bin.496,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__,70.82,7.05,6.61111661971831,0,1,0,0,0,0,0,0
metabat_bin.211_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__,56.11,7.68,6.56477362146051,0,3,0,0,0,0,0,0
metabat_bin.119,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__JABSQK01;f__;g__;s__,58.62,3.21,6.52985162561576,0,0,0,0,0,0,0,0
metabat_bin.291,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_D;s__,64.22,2.59,6.49414552315609,0,3,0,0,0,0,0,0
metabat_bin.291_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus_D;s__,64.22,2.59,6.49247790378007,0,3,0,0,0,0,0,0
metabat_bin.357_sub,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__NaphS2;s__,54.31,7.76,6.48332816164818,0,4,0,0,0,0,0,0
metabat_bin.355,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__JAACPR01;g__;s__,66.51,1.88,6.481568,,,0,0,0,0,0,0
metabat_bin.254,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__,76.93,3.45,6.44004175970874,1,1,0,0,0,1,0,0
metabat_bin.46,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_E;f__Spirochaetaceae_B;g__UBA2779;s__,66.93,1.72,6.36362178837556,0,5,0,0,0,0,0,0
metabat_bin.221_sub,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__;s__,57.84,5.28,6.30376477453581,0,6,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.195_sub,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Anammoximicrobium;s__,53.67,1.88,6.17525410147992,0,4,0,0,0,0,0,0
metabat_bin.122,d__Bacteria;p__CSSED10-310;c__CSSED10-310;o__CSSED10-310;f__CSSED10-310;g__;s__,66.66,1.88,6.05888411057692,0,1,0,0,0,0,0,0
metabat_bin.493,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__;s__,51.72,0.85,5.87456197183099,0,4,0,0,0,0,0,0
metabat_bin.493_sub,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__;s__,51.72,0.85,5.85108166929134,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1476_sub,d__Bacteria;p__UBP6;c__UBA1177;o__UBA1177;f__UBA1177;g__;s__,66.11,6.9,5.83156181538462,0,1,0,0,0,0,0,0
metabat_bin.483,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__,57.45,6.35,5.81282766304348,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.998_sub,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__SDB;s__,55,0,5.81255233766234,0,2,0,0,0,0,0,0
metabat_bin.483_sub,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__QNZR01;s__,57.45,6.35,5.79296179836512,0,3,0,0,0,0,0,0
maxbin_bin.544_sub,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__,69.44,8.65,5.72645132283465,0,3,0,0,0,0,0,0
metabat_bin.545,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__,75.39,0.31,5.52619868886577,1,4,0,0,0,0,0,0
metabat_bin.556_sub,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__,51.65,0.16,5.50856106583072,0,0,0,0,0,0,0,0
metabat_bin.556,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__,51.65,0.16,5.50587141975309,0,0,0,0,0,0,0,0
